iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
166 	 1.0524802805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0275018139e+03 	5.9911409867e-05 	1.3588864717e-09 	4.3955825683e-09 	2.1479365022e-01 	1.8601260927e-08 	2.6235107646e-03 	1.0784093477e-05 	2.2330625276e-05 	4.1135018124e-25 	5.8859383347e-19 	1.5656536954e-12 	2.2970937448e-13 	4.6241226398e-06 	5.2474706022e-02 	1.4012657753e-03 	2.2165313803e-05 	9.7789032043e-10 	1.4298944144e-03 	1.7674096737e-11 	3.0977495430e-08 	4.7420622869e-05 	2.6414153073e-17 	6.4428749937e-08 	7.5542090232e-12 	9.9362949585e-05 	7.6825334062e-09 	6.0475829435e-04 	5.1670391029e-13 	1.6373727717e-06 	4.4340688129e-12 	8.1002488068e-22 	6.3278891540e-19 	6.1546671294e-20 	1.1593900768e-18 	1.7225428669e-14 	2.4717665368e-15 	1.3541828305e-14 	5.9934862695e-10 	1.5382256129e-18 	4.2800770755e-27 	1.4986106134e-17 	2.7324370054e-23 	1.6644988802e-20 	7.4164300404e-21 	2.6177946129e-22 	5.0581252122e-18 	7.9966518812e-20 	7.1375878597e-01 	1.2644818957e-02 	4.0967524488e-11 	2.4098071061e-07 	3.4966641803e-10 	2.6467329720e-09 	
167 	 1.0537302805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0279851343e+03 	6.1158415890e-05 	1.4079943192e-09 	4.5456363398e-09 	2.1472431242e-01 	1.9270306736e-08 	2.6695651290e-03 	1.1023159742e-05 	2.2929182758e-05 	4.6532296922e-25 	6.4247846879e-19 	1.6490026741e-12 	2.4189775563e-13 	4.7038350820e-06 	5.2436398539e-02 	1.4310578430e-03 	2.2873645620e-05 	1.0195417780e-09 	1.4480307485e-03 	1.8477671853e-11 	3.2086389536e-08 	4.8263357511e-05 	2.8491550627e-17 	6.6781784937e-08 	7.9945265419e-12 	1.0190538006e-04 	8.0357997080e-09 	6.1208539745e-04 	5.5650749657e-13 	1.7006373981e-06 	4.6721300601e-12 	8.7170223208e-22 	6.7517080568e-19 	6.5785962360e-20 	1.2375234254e-18 	1.7872409365e-14 	2.5926240108e-15 	1.4076465470e-14 	6.0726910494e-10 	1.6400308064e-18 	4.7518776016e-27 	1.6005981556e-17 	2.9562778698e-23 	1.8146966346e-20 	8.0320849857e-21 	2.8326931945e-22 	5.2666880061e-18 	8.2251388108e-20 	7.1375878597e-01 	1.2644818957e-02 	4.2538014648e-11 	2.5038991212e-07 	3.6892510277e-10 	2.7954557872e-09 	
168 	 1.0549802805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0284873184e+03 	6.2458546756e-05 	1.4602219700e-09 	4.7050086642e-09 	2.1465226349e-01 	1.9982245000e-08 	2.7174144980e-03 	1.1273949506e-05 	2.3557626266e-05 	5.2809840583e-25 	7.0293545202e-19 	1.7392272773e-12 	2.5508721821e-13 	4.7871505440e-06 	5.2396662419e-02 	1.4621134332e-03 	2.3619452079e-05 	1.0641514418e-09 	1.4667507372e-03 	1.9340031682e-11 	3.3264619910e-08 	4.9138134976e-05 	3.0789712143e-17 	6.9272799307e-08 	8.4726617260e-12 	1.0456460948e-04 	8.4147727448e-09 	6.1962070271e-04 	6.0043676709e-13 	1.7677462961e-06 	4.9283405691e-12 	9.4041615050e-22 	7.2165374596e-19 	7.0443730496e-20 	1.3229626848e-18 	1.8561751205e-14 	2.7227481482e-15 	1.4645393736e-14 	6.1546447872e-10 	1.7515830926e-18 	5.2905588414e-27 	1.7125023783e-17 	3.2064871307e-23 	1.9829806204e-20 	8.7167899024e-21 	3.0714168213e-22 	5.4891055155e-18 	8.4662591032e-20 	7.1375878596e-01 	1.2644818957e-02 	4.4203900062e-11 	2.6038353428e-07 	3.8973789049e-10 	2.9562299794e-09 	
169 	 1.0562302805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0290096495e+03 	6.3815590151e-05 	1.5158615026e-09 	4.8745624302e-09 	2.1457731867e-01 	2.0741134431e-08 	2.7671809003e-03 	1.1537385250e-05 	2.4218254726e-05 	6.0141303690e-25 	7.7098106217e-19 	1.8371106161e-12 	2.6939129699e-13 	4.8743413603e-06 	5.2355402947e-02 	1.4945223398e-03 	2.4405748949e-05 	1.1120208309e-09 	1.4860893509e-03 	2.0267283398e-11 	3.4518558833e-08 	5.0047083859e-05 	3.3338922257e-17 	7.1913754677e-08 	8.9930264264e-12 	1.0734917112e-04 	8.8220902618e-09 	6.2737549769e-04 	6.4904300866e-13 	1.8390396547e-06 	5.2045848717e-12 	1.0172279441e-21 	7.7276627998e-19 	7.5574775086e-20 	1.4166111838e-18 	1.9297519470e-14 	2.8631350506e-15 	1.5251835205e-14 	6.2395292128e-10 	1.8741267137e-18 	5.9078758768e-27 	1.8356051663e-17 	3.4871468575e-23 	2.1721152184e-20 	9.4804936163e-21 	3.3373701782e-22 	5.7267623100e-18 	8.7211423922e-20 	7.1375878596e-01 	1.2644818957e-02 	4.5973602704e-11 	2.7101422704e-07 	4.1227520657e-10 	3.1303791530e-09 	
170 	 1.0574802805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0295535385e+03 	6.5233721139e-05 	1.5752415875e-09 	5.0552680390e-09 	2.1449927488e-01 	2.1551547760e-08 	2.8189984730e-03 	1.1814490282e-05 	2.4913609754e-05 	6.8740922380e-25 	8.4782399001e-19 	1.9435509434e-12 	2.8494015201e-13 	4.9657090229e-06 	5.2312516186e-02 	1.5283835404e-03 	2.5235888156e-05 	1.1634919945e-09 	1.5060846756e-03 	2.1266367617e-11 	3.5855361094e-08 	5.0992539574e-05 	3.6174633983e-17 	7.4718024159e-08 	9.5606926053e-12 	1.1026847989e-04 	9.2607445073e-09 	6.3536200225e-04 	7.0296913618e-13 	1.9148982961e-06 	5.5030018014e-12 	1.1033985715e-21 	8.2912301270e-19 	8.1242940860e-20 	1.5195136935e-18 	2.0084299916e-14 	3.0149206646e-15 	1.5899418908e-14 	6.3275440390e-10 	2.0091067260e-18 	6.6180764366e-27 	1.9713979450e-17 	3.8031269380e-23 	2.3853826054e-20 	1.0334919177e-20 	3.6345622786e-22 	5.9812320649e-18 	8.9910599232e-20 	7.1375878595e-01 	1.2644818957e-02 	4.7856546086e-11 	2.8234100184e-07 	4.3673148844e-10 	3.3194139886e-09 	
171 	 1.0587302805e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	1.0301205400e+03 	6.6717554413e-05 	1.6387332917e-09 	5.2482204183e-09 	2.1441790824e-01 	2.2418654144e-08 	2.8730150605e-03 	1.2106402981e-05 	2.5646508538e-05 	7.8874569638e-25 	9.3490884750e-19 	2.0595826096e-12 	3.0188358254e-13 	5.0615882685e-06 	5.2267887772e-02 	1.5638064370e-03 	2.6113606418e-05 	1.2189543458e-09 	1.5267782848e-03 	2.2345200781e-11 	3.7283085488e-08 	5.1977071096e-05 	3.9338535923e-17 	7.7700606269e-08 	1.0181514195e-11 	1.1333295185e-04 	9.7341417970e-09 	6.4359347324e-04 	7.6296812331e-13 	1.9957498796e-06 	5.8260274045e-12 	1.2004339222e-21 	8.9144170713e-19 	8.7522936859e-20 	1.6328835649e-18 	2.0927282975e-14 	3.1794052893e-15 	1.6592246116e-14 	6.4189093538e-10 	2.1582085625e-18 	7.4385258733e-27 	2.1216235348e-17 	4.1602684022e-23 	2.6266986680e-20 	1.1293945046e-20 	3.9677360620e-22 	6.2543105674e-18 	9.2774476308e-20 	7.1375878595e-01 	1.2644818957e-02 	4.9863307456e-11 	2.9443020906e-07 	4.6332936675e-10 	3.5250649995e-09 	
172 	 1.0595427805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0305022916e+03 	6.7719678551e-05 	1.6824045718e-09 	5.3807872473e-09 	2.1436312193e-01 	2.3015420035e-08 	2.9093817441e-03 	1.2304682346e-05 	2.6144494070e-05 	8.6438052030e-25 	9.9781425497e-19 	2.1407054117e-12 	3.1372554884e-13 	5.1265039069e-06 	5.2237886121e-02 	1.5877256706e-03 	2.6711596238e-05 	1.2573533269e-09 	1.5406249514e-03 	2.3093447224e-11 	3.8264128178e-08 	5.2639300882e-05 	4.1594031400e-17 	7.9742810926e-08 	1.0616722528e-11 	1.1540812334e-04 	1.0062301768e-08 	6.4908206653e-04 	8.0563729360e-13 	2.0512065687e-06 	6.0504930406e-12 	1.2701749633e-21 	9.3553889387e-19 	9.1973997109e-20 	1.7128477788e-18 	2.1508120264e-14 	3.2938287326e-15 	1.7069022963e-14 	6.4802076525e-10 	2.2636191313e-18 	8.0408302246e-27 	2.2279642710e-17 	4.4177619265e-23 	2.8007818528e-20 	1.1981096719e-20 	4.2062217567e-22 	6.4427528384e-18 	9.4731939982e-20 	7.1375878594e-01 	1.2644818957e-02 	5.1239679580e-11 	3.0273210256e-07 	4.8188605674e-10 	3.6685788339e-09 	
173 	 1.0601677805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0308034041e+03 	6.8511852926e-05 	1.7173800851e-09 	5.4868727852e-09 	2.1431990630e-01 	2.3493562700e-08 	2.9380655887e-03 	1.2462064231e-05 	2.6539836137e-05 	9.2859654400e-25 	1.0499876825e-18 	2.2064377335e-12 	3.2331856784e-13 	5.1779126955e-06 	5.2214247578e-02 	1.6066314496e-03 	2.7187249410e-05 	1.2882508420e-09 	1.5514984338e-03 	2.3696277300e-11 	3.9049249026e-08 	5.3161281523e-05 	4.3447109367e-17 	8.1373021513e-08 	1.0970031164e-11 	1.1705161285e-04 	1.0326578458e-08 	6.5338127188e-04 	8.4063191101e-13 	2.0955300571e-06 	6.2315629599e-12 	1.3278206920e-21 	9.7157872648e-19 	9.5616040789e-20 	1.7780473230e-18 	2.1973885343e-14 	3.3862119564e-15 	1.7450996855e-14 	6.5284384592e-10 	2.3497132478e-18 	8.5462025542e-27 	2.3148980401e-17 	4.6310823810e-23 	2.9450278371e-20 	1.2547716540e-20 	4.4027382741e-22 	6.5940413146e-18 	9.6292787937e-20 	7.1375878594e-01 	1.2644818957e-02 	5.2339685998e-11 	3.0937296125e-07 	4.9689844970e-10 	3.7847024827e-09 	
174 	 1.0607927805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0311112733e+03 	6.9323370070e-05 	1.7536263471e-09 	5.5967359555e-09 	2.1427571907e-01 	2.3989268852e-08 	2.9673922243e-03 	1.2623875160e-05 	2.6946352256e-05 	9.9868203326e-25 	1.1057601363e-18 	2.2752672368e-12 	3.3336142016e-13 	5.2306625629e-06 	5.2190101856e-02 	1.6259968167e-03 	2.7677192894e-05 	1.3204045474e-09 	1.5625722294e-03 	2.4324313787e-11 	3.9862353363e-08 	5.3694642354e-05 	4.5411409103e-17 	8.3057521178e-08 	1.1340601571e-11 	1.1873798730e-04 	1.0601800564e-08 	6.5774984524e-04 	8.7766811456e-13 	2.1413792345e-06 	6.4204024555e-12 	1.3892644170e-21 	1.0096057467e-18 	9.9462914265e-20 	1.8466956081e-18 	2.2457112329e-14 	3.4826405766e-15 	1.7846970541e-14 	6.5776453888e-10 	2.4405016350e-18 	9.0920357520e-27 	2.4066473897e-17 	4.8589205439e-23 	3.0990928001e-20 	1.3150308427e-20 	4.6116036279e-22 	6.7511792028e-18 	9.7904225930e-20 	7.1375878594e-01 	1.2644818957e-02 	5.3477503468e-11 	3.1624755582e-07 	5.1259531430e-10 	3.9061399190e-09 	
175 	 1.0614177805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0314261608e+03 	7.0155013214e-05 	1.7912105198e-09 	5.7105746251e-09 	2.1423052254e-01 	2.4503477879e-08 	2.9973865338e-03 	1.2790312054e-05 	2.7364523946e-05 	1.0752780973e-24 	1.1654425358e-18 	2.3473927975e-12 	3.4388285851e-13 	5.2848111123e-06 	5.2165429810e-02 	1.6458403437e-03 	2.8182077712e-05 	1.3538867591e-09 	1.5738531249e-03 	2.4979035270e-11 	4.0704888789e-08 	5.4239813019e-05 	4.7495470938e-17 	8.4798971546e-08 	1.1729567151e-11 	1.2046901927e-04 	1.0888600283e-08 	6.6218991042e-04 	9.1689822033e-13 	2.1888302739e-06 	6.6174644245e-12 	1.4548299563e-21 	1.0497639998e-18 	1.0352970153e-19 	1.9190320240e-18 	2.2958748119e-14 	3.5833601625e-15 	1.8257689010e-14 	6.6278654912e-10 	2.5363211827e-18 	9.6822979627e-27 	2.5035628476e-17 	5.1025498442e-23 	3.2638149402e-20 	1.3791775080e-20 	4.8338081773e-22 	6.9145031633e-18 	9.9568863736e-20 	7.1375878593e-01 	1.2644818957e-02 	5.4655012983e-11 	3.2336774485e-07 	5.2901868434e-10 	4.0332184440e-09 	
176 	 1.0620427805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0317483431e+03 	7.1007610475e-05 	1.8302044531e-09 	5.8286004197e-09 	2.1418427693e-01 	2.5037195514e-08 	3.0280747866e-03 	1.2961583836e-05 	2.7794860836e-05 	1.1591077121e-24 	1.2293782556e-18 	2.4230295549e-12 	3.5491397680e-13 	5.3404194048e-06 	5.2140211244e-02 	1.6661816675e-03 	2.8702595509e-05 	1.3887752080e-09 	1.5853482440e-03 	2.5662032748e-11 	4.1578401681e-08 	5.4797246551e-05 	4.9708641548e-17 	8.6600209905e-08 	1.2138155538e-11 	1.2224658375e-04 	1.1187657040e-08 	6.6670368906e-04 	9.5848852451e-13 	2.2379644274e-06 	6.8232357646e-12 	1.5248749590e-21 	1.0922105418e-18 	1.0783286818e-19 	1.9953167620e-18 	2.3479807202e-14 	3.6886354986e-15 	1.8683949834e-14 	6.6791378865e-10 	2.6375389335e-18 	1.0321420666e-26 	2.6060267776e-17 	5.3633804711e-23 	3.4401189997e-20 	1.4475305501e-20 	5.0704397075e-22 	7.0843758336e-18 	1.0128949681e-19 	7.1375878593e-01 	1.2644818957e-02 	5.5874220364e-11 	3.3074618486e-07 	5.4621387209e-10 	4.1662910206e-09 	
177 	 1.0626677805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0320781119e+03 	7.1882038204e-05 	1.8706850935e-09 	5.9510399215e-09 	2.1413694021e-01 	2.5591499671e-08 	3.0594847397e-03 	1.3137912353e-05 	2.8237902738e-05 	1.2509877366e-24 	1.2979471152e-18 	2.5024105345e-12 	3.6648844283e-13 	5.3975522282e-06 	5.2114424844e-02 	1.6870415702e-03 	2.9239481799e-05 	1.4251535414e-09 	1.5970650697e-03 	2.6375020177e-11 	4.2484545594e-08 	5.5367421044e-05 	5.2061164851e-17 	8.8464263899e-08 	1.2567698139e-11 	1.2407266586e-04 	1.1499701838e-08 	6.7129350664e-04 	1.0026208365e-12 	2.2888684537e-06 	7.0382405284e-12 	1.5997950957e-21 	1.1371168533e-18 	1.1239041305e-19 	2.0758330012e-18 	2.4021377665e-14 	3.7987524364e-15 	1.9126607817e-14 	6.7315039184e-10 	2.7445553297e-18 	1.1014361604e-26 	2.7144568635e-17 	5.6429767789e-23 	3.6290267957e-20 	1.5204408552e-20 	5.3226948496e-22 	7.2611883423e-18 	1.0306912310e-19 	7.1375878593e-01 	1.2644818957e-02 	5.7137266731e-11 	3.3839639772e-07 	5.6422978011e-10 	4.3057387354e-09 	
178 	 1.0632927805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0324157760e+03 	7.2779224640e-05 	1.9127349347e-09 	6.0781359921e-09 	2.1408846790e-01 	2.6167546914e-08 	3.0916457483e-03 	1.3319533396e-05 	2.8694221914e-05 	1.3518429295e-24 	1.3715699361e-18 	2.5857884633e-12 	3.7864275835e-13 	5.4562783903e-06 	5.2088048088e-02 	1.7084420657e-03 	2.9793519538e-05 	1.4631118797e-09 	1.6090114680e-03 	2.7119846199e-11 	4.3425090517e-08 	5.5950841473e-05 	5.4564284882e-17 	9.0394367723e-08 	1.3019640807e-11 	1.2594936917e-04 	1.1825522083e-08 	6.7596179905e-04 	1.0494942089e-12 	2.3416350888e-06 	7.2630434279e-12 	1.6800288524e-21 	1.1846704319e-18 	1.1722203962e-19 	2.1608893657e-18 	2.4584627847e-14 	3.9140199581e-15 	1.9586580141e-14 	6.7850073216e-10 	2.8578078713e-18 	1.1766677747e-26 	2.8293100399e-17 	5.9430772588e-23 	3.8316692327e-20 	1.5982951095e-20 	5.5918920620e-22 	7.4453631164e-18 	1.0491096177e-19 	7.1375878592e-01 	1.2644818957e-02 	5.8446440027e-11 	3.4633284495e-07 	5.8311924849e-10 	4.4519735406e-09 	
179 	 1.0639177805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0327616624e+03 	7.3700153910e-05 	1.9564425177e-09 	6.2101492382e-09 	2.1403881295e-01 	2.6766579625e-08 	3.1245888871e-03 	1.3506697820e-05 	2.9164425547e-05 	1.4627223409e-24 	1.4507137562e-18 	2.6734378030e-12 	3.9141655046e-13 	5.5166710413e-06 	5.2061057161e-02 	1.7304064951e-03 	3.0365543034e-05 	1.5027474364e-09 	1.6211957137e-03 	2.7898507215e-11 	4.4401933106e-08 	5.6548041676e-05 	5.7230362457e-17 	9.2393979993e-08 	1.3495555815e-11 	1.2787892491e-04 	1.2165966961e-08 	6.8071111960e-04 	1.0993268926e-12 	2.3963635663e-06 	7.4982537352e-12 	1.7660630251e-21 	1.2350765930e-18 	1.2234934981e-19 	2.2508226905e-18 	2.5170813713e-14 	4.0347724816e-15 	2.0064852072e-14 	6.8396944049e-10 	2.9777752442e-18 	1.2584609547e-26 	2.9510869383e-17 	6.2656175099e-23 	4.0493000352e-20 	1.6815201423e-20 	5.8794864166e-22 	7.6373570202e-18 	1.0681847407e-19 	7.1375878592e-01 	1.2644818957e-02 	5.9804187739e-11 	3.5457100975e-07 	6.0293944176e-10 	4.6054413136e-09 	
180 	 1.0645427805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0331161172e+03 	7.4645870403e-05 	2.0019029846e-09 	6.3473596369e-09 	2.1398792548e-01 	2.7389933950e-08 	3.1583470816e-03 	1.3699672762e-05 	2.9649158435e-05 	1.5848185304e-24 	1.5358978132e-18 	2.7656570337e-12 	4.0485289841e-13 	5.5788080275e-06 	5.2033426857e-02 	1.7529596309e-03 	3.0956442270e-05 	1.5441652083e-09 	1.6336265189e-03 	2.8713161971e-11 	4.5417107999e-08 	5.7159586523e-05 	6.0073007749e-17 	9.4466803501e-08 	1.3997155328e-11 	1.2986370198e-04 	1.2521953420e-08 	6.8554414665e-04 	1.1523585522e-12 	2.4531601923e-06 	7.7445296330e-12 	1.8584390329e-21 	1.2885605070e-18 	1.2779606382e-19 	2.3460011431e-18 	2.5781287054e-14 	4.1613724403e-15 	2.0562483295e-14 	6.8956142517e-10 	3.1049819893e-18 	1.3475179167e-26 	3.0803369240e-17 	6.6127567219e-23 	4.2833114808e-20 	1.7705878831e-20 	6.1870864796e-22 	7.8376648746e-18 	1.0879538667e-19 	7.1375878592e-01 	1.2644818957e-02 	6.1213130971e-11 	3.6312748768e-07 	6.2375228108e-10 	4.7666252783e-09 	
181 	 1.0651677805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0334795079e+03 	7.5617483577e-05 	2.0492186939e-09 	6.4900683412e-09 	2.1393575259e-01 	2.8039048649e-08 	3.1929552534e-03 	1.3898743001e-05 	3.0149105947e-05 	1.7194901591e-24 	1.6277004222e-18 	2.8627712208e-12 	4.1899870120e-13 	5.6427722817e-06 	5.2005130468e-02 	1.7761277912e-03 	3.1567167662e-05 	1.5874787472e-09 	1.6463130632e-03 	2.9566147869e-11 	4.6472800354e-08 	5.7786074278e-05 	6.3107231270e-17 	9.6616807093e-08 	1.4526306554e-11 	1.3190621797e-04 	1.2894472839e-08 	6.9046369183e-04 	1.2088527797e-12 	2.5121389823e-06 	8.0025830729e-12 	1.9577601888e-21 	1.3453695111e-18 	1.3358826969e-19 	2.4468277520e-18 	2.6417504604e-14 	4.2942131745e-15 	2.1080614962e-14 	6.9528189404e-10 	3.2400037937e-18 	1.4446304591e-26 	3.2176638170e-17 	6.9869082848e-23 	4.5352524660e-20 	1.8660210311e-20 	6.5164736263e-22 	8.0468234086e-18 	1.1084571761e-19 	7.1375878591e-01 	1.2644818957e-02 	6.2676080020e-11 	3.7202008712e-07 	6.4562492772e-10 	4.9360498362e-09 	
182 	 1.0657927805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0338522243e+03 	7.6616173239e-05 	2.0984999046e-09 	6.6385996883e-09 	2.1388223813e-01 	2.8715474939e-08 	3.2284504792e-03 	1.4104212434e-05 	3.0664997247e-05 	1.8682886204e-24 	1.7267669029e-18 	2.9651349095e-12 	4.3390509144e-13 	5.7086522532e-06 	5.1976139672e-02 	1.7999389661e-03 	3.2198735326e-05 	1.6328110230e-09 	1.6592650270e-03 	3.0459999242e-11 	4.7571359750e-08 	5.8428139198e-05 	6.6349616191e-17 	9.8848249930e-08 	1.5085048863e-11 	1.3400915126e-04 	1.3284598503e-08 	6.9547270895e-04 	1.2690999546e-12 	2.5734223680e-06 	8.2731852142e-12 	2.0647000937e-21 	1.4057757359e-18 	1.3975470753e-19 	2.5537444045e-18 	2.7081038209e-14 	4.4337221797e-15 	2.1620477546e-14 	7.0113637864e-10 	3.3834734983e-18 	1.5506933023e-26 	3.3637324019e-17 	7.3907752548e-23 	4.8068492994e-20 	1.9683995560e-20 	6.8696241932e-22 	8.2654157062e-18 	1.1297380553e-19 	7.1375878591e-01 	1.2644818957e-02 	6.4196051665e-11 	3.8126794068e-07 	6.6863032482e-10 	5.1142848653e-09 	
183 	 1.0664177805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0342346808e+03 	7.7643195347e-05 	2.1498655393e-09 	6.7933034395e-09 	2.1382732241e-01 	2.9420887486e-08 	3.2648721648e-03 	1.4316405719e-05 	3.1197608843e-05 	2.0329895217e-24 	1.8338187373e-18 	3.0731353919e-12 	4.4962790268e-13 	5.7765423821e-06 	5.1946424399e-02 	1.8244229550e-03 	3.2852232898e-05 	1.6802953902e-09 	1.6724926274e-03 	3.1397467860e-11 	4.8715315653e-08 	5.9086454370e-05 	6.9818515480e-17 	1.0116570845e-07 	1.5675613125e-11 	1.3617535436e-04 	1.3693493949e-08 	7.0057430369e-04 	1.3334205033e-12 	2.6371419822e-06 	8.5571725230e-12 	2.1800123515e-21 	1.4700790996e-18 	1.4632709371e-19 	2.6672363855e-18 	2.7773586179e-14 	4.5803647634e-15 	2.2183399611e-14 	7.0713076087e-10 	3.5360879367e-18 	1.6667197005e-26 	3.5192758536e-17 	7.8273915586e-23 	5.1000296902e-20 	2.0783681682e-20 	7.2487349457e-22 	8.4940762208e-18 	1.1518434239e-19 	7.1375878590e-01 	1.2644818957e-02 	6.5776288375e-11 	3.9089162903e-07 	6.9284780581e-10 	5.3019505537e-09 	
184 	 1.0670427805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0346273186e+03 	7.8699888418e-05 	2.2034440360e-09 	6.9545572805e-09 	2.1377094193e-01 	3.0157096686e-08 	3.3022622378e-03 	1.4535670085e-05 	3.1747768475e-05 	2.2156300088e-24 	1.9496641763e-18 	3.1871964051e-12 	4.6622819789e-13 	5.8465436251e-06 	5.1915952693e-02 	1.8496115204e-03 	3.3528825994e-05 	1.7300766749e-09 	1.6860066578e-03 	3.2381545998e-11 	4.9907394619e-08 	5.9761734837e-05 	7.3534277974e-17 	1.0357410640e-07 	1.6300443643e-11 	1.3840786857e-04 	1.4122422357e-08 	7.0577174408e-04 	1.4021686243e-12 	2.7034395336e-06 	8.8554536246e-12 	2.3045418443e-21 	1.5386107252e-18 	1.5334049157e-19 	2.7878375430e-18 	2.8496985990e-14 	4.7346481685e-15 	2.2770817618e-14 	7.1327130238e-10 	3.6986157338e-18 	1.7938597754e-26 	3.6851042282e-17 	8.3001699942e-23 	5.4169504952e-20 	2.1966449255e-20 	7.6562524322e-22 	8.7334964432e-18 	1.1748241026e-19 	7.1375878590e-01 	1.2644818957e-02 	6.7420279703e-11 	4.0091331878e-07 	7.1836377882e-10 	5.4997228451e-09 	
185 	 1.0676677805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0350306073e+03 	7.9787680594e-05 	2.2593743003e-09 	7.1227696208e-09 	2.1371302902e-01 	3.0926062426e-08 	3.3406653594e-03 	1.4762377331e-05 	3.2316359392e-05 	2.4185531546e-24 	2.0752105570e-18 	3.3077823256e-12 	4.8377286862e-13 	5.9187640375e-06 	5.1884690552e-02 	1.8755385556e-03 	3.4229765383e-05 	1.7823123967e-09 	1.6998185309e-03 	3.3415492435e-11 	5.1150539492e-08 	6.0454741030e-05 	7.7519508245e-17 	1.0607874829e-07 	1.6962223052e-11 	1.4070994020e-04 	1.4572757088e-08 	7.1106847191e-04 	1.4757365535e-12 	2.7724677827e-06 	9.1690170213e-12 	2.4392378526e-21 	1.6117368528e-18 	1.6083373643e-19 	2.9161361788e-18 	2.9253228526e-14 	4.8971262354e-15 	2.3384286926e-14 	7.1956467703e-10 	3.8719062248e-18 	1.9334221160e-26 	3.8621141933e-17 	8.8129583083e-23 	5.7600298938e-20 	2.3240311747e-20 	8.0949069047e-22 	8.9844313225e-18 	1.1987352289e-19 	7.1375878590e-01 	1.2644818957e-02 	6.9131786153e-11 	4.1135691626e-07 	7.4527249825e-10 	5.7083395863e-09 	
186 	 1.0682927805e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	1.0354450478e+03 	8.0908097463e-05 	2.3178067740e-09 	7.2983827311e-09 	2.1365351156e-01 	3.1729909527e-08 	3.3801291586e-03 	1.4996926050e-05 	3.2904325068e-05 	2.6444609135e-24 	2.2114786451e-18 	3.4354029374e-12 	5.0233531573e-13 	5.9933194200e-06 	5.1852601762e-02 	1.9022402717e-03 	3.4956394975e-05 	1.8371741471e-09 	1.7139403253e-03 	3.4502861814e-11 	5.2447930856e-08 	6.1166282552e-05 	8.1799366122e-17 	1.0868535684e-07 	1.7663900670e-11 	1.4308503852e-04 	1.5045993576e-08 	7.1646811519e-04 	1.5545594620e-12 	2.8443916318e-06 	9.4989398007e-12 	2.5851693658e-21 	1.6898633283e-18 	1.6884992393e-19 	3.0527817851e-18 	3.0044474075e-14 	5.0684046839e-15 	2.4025494137e-14 	7.2601800694e-10 	4.0568996751e-18 	2.0868992797e-26 	4.0513002101e-17 	9.3701049008e-23 	6.1319848003e-20 	2.4614230645e-20 	8.5677516248e-22 	9.2477065560e-18 	1.2236367262e-19 	7.1375878589e-01 	1.2644818957e-02 	7.0914865863e-11 	4.2224823940e-07 	7.7367693644e-10 	5.9286074827e-09 	
