iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
1231 	 1.1157757517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5431883550e+03 	7.9423375703e-04 	1.1667045643e-04 	1.2109670090e-03 	1.5565357277e-02 	6.7141608196e-03 	1.1146340617e-01 	3.1649494527e-06 	1.8764884430e-07 	4.9335696975e-15 	5.8612866559e-16 	6.9059219769e-16 	5.2627413532e-17 	1.3252226819e-15 	2.7208532081e-16 	2.7445447023e-02 	1.0731355626e-01 	1.2022150375e-08 	1.2728123841e-10 	1.3277994853e-15 	2.5931949002e-17 	5.3790642171e-17 	3.7296589296e-21 	1.6800198521e-19 	3.4794148234e-24 	1.1912169184e-24 	2.8911189274e-29 	8.5559128597e-31 	1.0719634476e-17 	5.2792135818e-18 	1.3082282569e-20 	1.7329014514e-07 	2.2514549114e-08 	5.1852643893e-09 	5.3039281403e-09 	7.2457727901e-09 	5.5657300614e-03 	1.8252619496e-06 	4.7461065817e-07 	1.9850548292e-07 	4.2365631006e-12 	2.7553906259e-10 	2.9916163800e-16 	2.9699542208e-19 	5.1233510813e-15 	1.6052571675e-11 	2.7792697084e-09 	3.4807648095e-10 	7.1115957212e-01 	1.2644818957e-02 	-1.7346523724e-34 	-9.1634546850e-35 	5.9158558541e-23 	1.2892274847e-24 	
1232 	 1.1164007517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5430568407e+03 	7.9449456428e-04 	1.1662376893e-04 	1.2090665569e-03 	1.5536109434e-02 	6.7083639248e-03 	1.1146456354e-01 	3.1594592858e-06 	1.8742329164e-07 	4.9246915609e-15 	5.8561080797e-16 	6.9057428047e-16 	5.2623653027e-17 	1.3264400937e-15 	2.7252524394e-16 	2.7450567913e-02 	1.0730551033e-01 	1.2021869027e-08 	1.2734692194e-10 	1.3283854340e-15 	2.5941346149e-17 	5.3847716456e-17 	3.7301389792e-21 	1.6819126727e-19 	3.4833869991e-24 	1.1935446446e-24 	2.8973061025e-29 	8.5794231890e-31 	1.0720952662e-17 	5.2839837720e-18 	1.3089445371e-20 	1.7431840037e-07 	2.2699475129e-08 	5.2379449460e-09 	5.3618931724e-09 	7.2423503214e-09 	5.6379109489e-03 	1.8474488862e-06 	4.7565659465e-07 	2.0105456656e-07 	4.2753097223e-12 	2.7835119317e-10 	3.0217951886e-16 	2.9682230535e-19 	5.1758519707e-15 	1.6210585180e-11 	2.8077219403e-09 	3.5130747499e-10 	7.1112586856e-01 	1.2644818957e-02 	-4.8000329244e-35 	-3.3653939091e-35 	5.9215431148e-23 	1.2914926104e-24 	
1233 	 1.1170257517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5429369006e+03 	7.9473274041e-04 	1.1658122688e-04 	1.2073355633e-03 	1.5509472634e-02 	6.7030802614e-03 	1.1146561422e-01 	3.1544587873e-06 	1.8721774415e-07 	4.9165909347e-15 	5.8513797278e-16 	6.9055715679e-16 	5.2620180994e-17 	1.3275510549e-15 	2.7292705150e-16 	2.7455245538e-02 	1.0729816084e-01 	1.2021617261e-08 	1.2740692112e-10 	1.3289209097e-15 	2.5949934273e-17 	5.3899855315e-17 	3.7305733666e-21 	1.6836394271e-19 	3.4870114498e-24 	1.1956710042e-24 	2.9029277835e-29 	8.6007035375e-31 	1.0722139589e-17 	5.2883328789e-18 	1.3095965969e-20 	1.7524878984e-07 	2.2867451920e-08 	5.2859195567e-09 	5.4147603780e-09 	7.2392330739e-09 	5.7036764516e-03 	1.8676298073e-06 	4.7662281289e-07 	2.0337735638e-07 	4.3105605325e-12 	2.8091470968e-10 	3.0493001971e-16 	2.9666409837e-19 	5.2236473370e-15 	1.6354483511e-11 	2.8336486212e-09 	3.5424619305e-10 	7.1109516056e-01 	1.2644818957e-02 	-6.0388575327e-34 	-9.2192566367e-35 	5.9267302887e-23 	1.2935613482e-24 	
1234 	 1.1176507517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5428275728e+03 	7.9495010992e-04 	1.1654247953e-04 	1.2057595637e-03 	1.5485223477e-02 	6.6982666554e-03 	1.1146656793e-01 	3.1499061387e-06 	1.8703051272e-07 	4.9092041013e-15 	5.8470652838e-16 	6.9054090678e-16 	5.2616981458e-17 	1.3285642988e-15 	2.7329380801e-16 	2.7459515440e-02 	1.0729145198e-01 	1.2021391784e-08 	1.2746169152e-10 	1.3294099175e-15 	2.5957777500e-17 	5.3947453746e-17 	3.7309665269e-21 	1.6852138429e-19 	3.4903167886e-24 	1.1976121426e-24 	2.9081100660e-29 	8.6206696758e-31 	1.0723208963e-17 	5.2922961742e-18 	1.3101899928e-20 	1.7609077582e-07 	2.3020008849e-08 	5.3295918197e-09 	5.4629531246e-09 	7.2363949819e-09 	5.7635705919e-03 	1.8859807500e-06 	4.7751373860e-07 	2.0549299762e-07 	4.3426214574e-12 	2.8325049070e-10 	3.0743569726e-16 	2.9651962488e-19 	5.2671433774e-15 	1.6485477324e-11 	2.8572635792e-09 	3.5691833834e-10 	7.1106719409e-01 	1.2644818957e-02 	-4.5631274838e-35 	3.8632374354e-36 	5.9314589252e-23 	1.2954495201e-24 	
1235 	 1.1182757517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5427279654e+03 	7.9514837532e-04 	1.1650720259e-04 	1.2043252087e-03 	1.5463155877e-02 	6.6938831499e-03 	1.1146743350e-01 	3.1457627497e-06 	1.8686003522e-07 	4.9024717371e-15 	5.8431308294e-16 	6.9052557609e-16 	5.2614038011e-17 	1.3294879445e-15 	2.7362837414e-16 	2.7463410818e-02 	1.0728533156e-01 	1.2021189691e-08 	1.2751165875e-10 	1.3298562057e-15 	2.5964935860e-17 	5.3990880834e-17 	3.7313224478e-21 	1.6866486622e-19 	3.4933295958e-24 	1.1993831292e-24 	2.9128174855e-29 	8.6386578443e-31 	1.0724172961e-17 	5.2959063109e-18 	1.3107298361e-20 	1.7685288564e-07 	2.3158542029e-08 	5.3693337674e-09 	5.5068640877e-09 	7.2338119931e-09 	5.8180960696e-03 	1.9026633256e-06 	4.7833388407e-07 	2.0741918867e-07 	4.3717733908e-12 	2.8537785835e-10 	3.0971740801e-16 	2.9638778098e-19 	5.3067140751e-15 	1.6604682544e-11 	2.8787644021e-09 	3.5934749087e-10 	7.1104173442e-01 	1.2644818957e-02 	-9.1141056679e-36 	1.5001001354e-35 	5.9357675501e-23 	1.2971718852e-24 	
1236 	 1.1189007517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5426372526e+03 	7.9532912051e-04 	1.1647509691e-04 	1.2030202014e-03 	1.5443080072e-02 	6.6898928449e-03 	1.1146821901e-01 	3.1419930753e-06 	1.8670486996e-07 	4.8963387763e-15 	5.8395447925e-16 	6.9051118383e-16 	5.2611334193e-17 	1.3303295216e-15 	2.7393341223e-16 	2.7466962590e-02 	1.0727975102e-01 	1.2021008415e-08 	1.2755721920e-10 	1.3302632714e-15 	2.5971465364e-17 	5.4030480378e-17 	3.7316447173e-21 	1.6879556853e-19 	3.4960745068e-24 	1.2009979989e-24 	2.9170652838e-29 	8.6537241381e-31 	1.0725042414e-17 	5.2991934568e-18 	1.3112208222e-20 	1.7754280609e-07 	2.3284324958e-08 	5.4054877622e-09 	5.5468566453e-09 	7.2314619535e-09 	5.8677164798e-03 	1.9178256980e-06 	4.7908775981e-07 	2.0917225745e-07 	4.3982739124e-12 	2.8731465788e-10 	3.1179439890e-16 	2.9626753488e-19 	5.3427032129e-15 	1.6713126069e-11 	2.8983333240e-09 	3.6155525641e-10 	7.1101856510e-01 	1.2644818957e-02 	-2.0428817818e-34 	-5.0038218304e-35 	5.9396918071e-23 	1.2987421746e-24 	
1237 	 1.1195257517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5425546719e+03 	7.9549381515e-04 	1.1644588696e-04 	1.2018332329e-03 	1.5424821611e-02 	6.6862617276e-03 	1.1146893180e-01 	3.1385644290e-06 	1.8656368881e-07 	4.8907542397e-15 	5.8362778716e-16 	6.9049772893e-16 	5.2608853772e-17 	1.3310959967e-15 	2.7421139356e-16 	2.7470199469e-02 	1.0727466524e-01 	1.2020845689e-08 	1.2759874098e-10 	1.3306343673e-15 	2.5977418122e-17 	5.4066571733e-17 	3.7319365664e-21 	1.6891458175e-19 	3.4985743064e-24 	1.2024697944e-24 	2.9210219213e-29 	8.6700507752e-31 	1.0725826966e-17 	5.3021854330e-18 	1.3116672591e-20 	1.7816746832e-07 	2.3398518523e-08 	5.4383683965e-09 	5.5832663811e-09 	7.2293244908e-09 	5.9128586060e-03 	1.9316035391e-06 	4.7977980655e-07 	2.1076724064e-07 	4.4223589554e-12 	2.8907734059e-10 	3.1368440072e-16 	2.9615792555e-19 	5.3754263722e-15 	1.6811751484e-11 	2.9161381334e-09 	3.6356141038e-10 	7.1099748682e-01 	1.2644818957e-02 	9.8313748848e-35 	-2.7920271228e-36 	5.9432646089e-23 	1.3001731350e-24 	
1238 	 1.1201507517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5424795205e+03 	7.9564381970e-04 	1.1641931943e-04 	1.2007539178e-03 	1.5408220344e-02 	6.6829584991e-03 	1.1146957855e-01 	3.1354467960e-06 	1.8643527027e-07 	4.8856710386e-15 	5.8333029411e-16 	6.9048519520e-16 	5.2606580955e-17 	1.3317938033e-15 	2.7446460658e-16 	2.7473148055e-02 	1.0727003243e-01 	1.2020699509e-08 	1.2763656514e-10 	1.3309725113e-15 	2.5982842482e-17 	5.4099450827e-17 	3.7322009068e-21 	1.6902291181e-19 	3.5008500219e-24 	1.2038105823e-24 	2.9245694728e-29 	8.6832364065e-31 	1.0726535219e-17 	5.3049078546e-18 	1.3120730949e-20 	1.7873312408e-07 	2.3502180350e-08 	5.4682643634e-09 	5.6164026510e-09 	7.2273808982e-09 	5.9539147351e-03 	1.9441209516e-06 	4.8041434421e-07 	2.1221796401e-07 	4.4442444083e-12 	2.9068104813e-10 	3.1540372228e-16 	2.9605806059e-19 	5.4051728893e-15 	1.6901424677e-11 	2.9323330858e-09 	3.6538403568e-10 	7.1097831643e-01 	1.2644818957e-02 	-9.1049828544e-35 	-1.8739635994e-35 	5.9465162931e-23 	1.3014765553e-24 	
1239 	 1.1207757517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5424111516e+03 	7.9578039095e-04 	1.1639516172e-04 	1.1997727314e-03 	1.5393129436e-02 	6.6799544005e-03 	1.1147016536e-01 	3.1326126507e-06 	1.8631849247e-07 	4.8810457655e-15 	5.8305949466e-16 	6.9047355542e-16 	5.2604500531e-17 	1.3324288714e-15 	2.7469516607e-16 	2.7475832936e-02 	1.0726581394e-01 	1.2020568101e-08 	1.2767100698e-10 	1.3312804964e-15 	2.5987783206e-17 	5.4129391281e-17 	3.7324403640e-21 	1.6912148506e-19 	3.5029210315e-24 	1.2050315304e-24 	2.9278221706e-29 	8.6957123163e-31 	1.0727174852e-17 	5.3073842712e-18 	1.3124419447e-20 	1.7924541412e-07 	2.3596273499e-08 	5.4954402778e-09 	5.6465501716e-09 	7.2256140199e-09 	5.9912449507e-03 	1.9554913504e-06 	4.8099553472e-07 	2.1353712209e-07 	4.4641276409e-12 	2.9213969656e-10 	3.1696734371e-16 	2.9596711343e-19 	5.4322077465e-15 	1.6982939315e-11 	2.9470598039e-09 	3.6703965359e-10 	7.1096088579e-01 	1.2644818957e-02 	4.1523917264e-35 	1.4296376568e-35 	5.9494747801e-23 	1.3026633375e-24 	
1240 	 1.1214007517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5423489709e+03 	7.9590468773e-04 	1.1637320054e-04 	1.1988809481e-03 	1.5379414410e-02 	6.6772230415e-03 	1.1147069775e-01 	3.1300367783e-06 	1.8621232640e-07 	4.8768384754e-15 	5.8281307913e-16 	6.9046277458e-16 	5.2602597980e-17 	1.3330066584e-15 	2.7490502264e-16 	2.7478276799e-02 	1.0726197415e-01 	1.2020449895e-08 	1.2770235739e-10 	1.3315609030e-15 	2.5992281643e-17 	5.4156645602e-17 	3.7326573069e-21 	1.6921115334e-19 	3.5048051621e-24 	1.2061429371e-24 	2.9307718811e-29 	8.7068843275e-31 	1.0727752728e-17 	5.3096363053e-18 	1.3127771150e-20 	1.7970942954e-07 	2.3681674537e-08 	5.5201384299e-09 	5.6739706050e-09 	7.2240081405e-09 	6.0251793734e-03 	1.9658182990e-06 	4.8152735595e-07 	2.1473635625e-07 	4.4821889490e-12 	2.9346605894e-10 	3.1838900760e-16 	2.9588432032e-19 	5.4567733847e-15 	1.7057022100e-11 	2.9604481558e-09 	3.6854334727e-10 	7.1094504075e-01 	1.2644818957e-02 	-1.1076522905e-35 	-1.5335534591e-35 	5.9521657290e-23 	1.3037435300e-24 	
1241 	 1.1220257517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5422924327e+03 	7.9601777679e-04 	1.1635324054e-04 	1.1980705825e-03 	1.5366952228e-02 	6.6747402343e-03 	1.1147118074e-01 	3.1276961044e-06 	1.8611582927e-07 	4.8730124672e-15 	5.8258892202e-16 	6.9045281243e-16 	5.2600859533e-17 	1.3335321796e-15 	2.7509597250e-16 	2.7480500539e-02 	1.0725848021e-01 	1.2020343497e-08 	1.2773088434e-10 	1.3318161100e-15 	2.5996375923e-17 	5.4181446408e-17 	3.7328538739e-21 	1.6929269887e-19 	3.5065187926e-24 	1.2071542920e-24 	2.9334681816e-29 	8.7176298706e-31 	1.0728274990e-17 	5.3116837861e-18 	1.3130816284e-20 	1.8012976685e-07 	2.3759181000e-08 	5.5425804605e-09 	5.6989041141e-09 	7.2225488782e-09 	6.0560203251e-03 	1.9751962970e-06 	4.8201358472e-07 	2.1582633022e-07 	4.4985929138e-12 	2.9467184556e-10 	3.1968130727e-16 	2.9580897689e-19 	5.4790914277e-15 	1.7124337799e-11 	2.9726171020e-09 	3.6990887779e-10 	7.1093064015e-01 	1.2644818957e-02 	3.4824869822e-35 	-2.4873280425e-37 	5.9546126908e-23 	1.3047263865e-24 	
1242 	 1.1226507517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5422410372e+03 	7.9612063869e-04 	1.1633510291e-04 	1.1973343334e-03 	1.5355630420e-02 	6.6724838325e-03 	1.1147161891e-01 	3.1255695326e-06 	1.8602813819e-07 	4.8695340654e-15 	5.8238507028e-16 	6.9044362542e-16 	5.2599272208e-17 	1.3340100382e-15 	2.7526966717e-16 	2.7482523372e-02 	1.0725530194e-01 	1.2020247672e-08 	1.2775683424e-10 	1.3320483074e-15 	2.6000101151e-17 	5.4204007664e-17 	3.7330319963e-21 	1.6936683910e-19 	3.5080769511e-24 	1.2080743179e-24 	2.9358614570e-29 	8.7256292238e-31 	1.0728747138e-17 	5.3135448796e-18 	1.3133582454e-20 	1.8051057731e-07 	2.3829518266e-08 	5.5629689503e-09 	5.7215708734e-09 	7.2212230838e-09 	6.0840444016e-03 	1.9837115185e-06 	4.8245778696e-07 	2.1681680251e-07 	4.5134896761e-12 	2.9576778116e-10 	3.2085577130e-16 	2.9574043473e-19 	5.4993643112e-15 	1.7185494014e-11 	2.9836755064e-09 	3.7114879250e-10 	7.1091755484e-01 	1.2644818957e-02 	-6.3895642146e-35 	4.7290956984e-35 	5.9568372573e-23 	1.3056204123e-24 	
1243 	 1.1232757517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5421943265e+03 	7.9621417357e-04 	1.1631862422e-04 	1.1966655305e-03 	1.5345346251e-02 	6.6704335782e-03 	1.1147201640e-01 	3.1236377900e-06 	1.8594846405e-07 	4.8663724082e-15 	5.8219973174e-16 	6.9043516831e-16 	5.2597823827e-17 	1.3344444539e-15 	2.7542762314e-16 	2.7484362946e-02 	1.0725241160e-01 	1.2020161322e-08 	1.2778043343e-10 	1.3322595079e-15 	2.6003489596e-17 	5.4224525908e-17 	3.7331934193e-21 	1.6943423140e-19 	3.5094934168e-24 	1.2089110452e-24 	2.9382240509e-29 	8.7391253179e-31 	1.0729174103e-17 	5.3152362115e-18 	1.3136094856e-20 	1.8085561119e-07 	2.3893345891e-08 	5.5814889193e-09 	5.7421725221e-09 	7.2200187445e-09 	6.1095044428e-03 	1.9914425020e-06 	4.8286331347e-07 	2.1771669536e-07 	4.5270161247e-12 	2.9676367862e-10 	3.2192294411e-16 	2.9567809787e-19 	5.5177768154e-15 	1.7241045678e-11 	2.9937229064e-09 	3.7227452609e-10 	7.1090566676e-01 	1.2644818957e-02 	4.5413124744e-34 	1.3411049848e-34 	5.9588592031e-23 	1.3064334241e-24 	
1244 	 1.1239007517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5421518816e+03 	7.9629920674e-04 	1.1630365514e-04 	1.1960580840e-03 	1.5336005952e-02 	6.6685709563e-03 	1.1147237698e-01 	3.1218832823e-06 	1.8587608588e-07 	4.8634992426e-15 	5.8203126383e-16 	6.9042739530e-16 	5.2596503010e-17 	1.3348392915e-15 	2.7557123124e-16 	2.7486035449e-02 	1.0724978377e-01 	1.2020083468e-08 	1.2780188950e-10 	1.3324515595e-15 	2.6006570883e-17 	5.4243181443e-17 	3.7333397199e-21 	1.6949547743e-19 	3.5107807953e-24 	1.2096717989e-24 	2.9401474973e-29 	8.7437286345e-31 	1.0729560311e-17 	5.3167729851e-18 	1.3138376475e-20 	1.8116825748e-07 	2.3951263422e-08 	5.5983092347e-09 	5.7608935518e-09 	7.2189248937e-09 	6.1326313939e-03 	1.9984607905e-06 	4.8323330007e-07 	2.1853415992e-07 	4.5392970028e-12 	2.9766850892e-10 	3.2289246218e-16 	2.9562141926e-19 	5.5344974989e-15 	1.7291499279e-11 	3.0028502408e-09 	3.7329649420e-10 	7.1089486808e-01 	1.2644818957e-02 	-6.6259019152e-35 	5.6567919808e-36 	5.9606966222e-23 	1.3071725657e-24 	
1245 	 1.1245257517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5421133197e+03 	7.9637649414e-04 	1.1629005936e-04 	1.1955064382e-03 	1.5327523986e-02 	6.6668790575e-03 	1.1147270406e-01 	3.1202899582e-06 	1.8581034538e-07 	4.8608887282e-15 	5.8187816267e-16 	6.9042026092e-16 	5.2595299163e-17 	1.3351980866e-15 	2.7570176566e-16 	2.7487555711e-02 	1.0724739513e-01 	1.2020013242e-08 	1.2782139268e-10 	1.3326261564e-15 	2.6009372178e-17 	5.4260139499e-17 	3.7334723245e-21 	1.6955112744e-19 	3.5119506202e-24 	1.2103633272e-24 	2.9420258664e-29 	8.7348950175e-31 	1.0729909736e-17 	5.3181690919e-18 	1.3140448265e-20 	1.8145157956e-07 	2.4003815729e-08 	5.6135839272e-09 	5.7779026222e-09 	7.2179315261e-09 	6.1536360547e-03 	2.0048315262e-06 	4.8357067100e-07 	2.1927663760e-07 	4.5504459328e-12 	2.9849046711e-10 	3.2377312579e-16 	2.9556989742e-19 	5.5496800367e-15 	1.7337316808e-11 	3.0111405348e-09 	3.7422418032e-10 	7.1088506035e-01 	1.2644818957e-02 	5.1476496999e-34 	-4.5641979050e-33 	5.9623660568e-23 	1.3078444155e-24 	
1246 	 1.1251507517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5420782912e+03 	7.9644672749e-04 	1.1627771251e-04 	1.1950055271e-03 	1.5319822372e-02 	6.6653424491e-03 	1.1147300076e-01 	3.1188431822e-06 	1.8575064188e-07 	4.8585172514e-15 	5.8173905270e-16 	6.9041372075e-16 	5.2594202450e-17 	1.3355240718e-15 	2.7582039259e-16 	2.7488937309e-02 	1.0724522437e-01 	1.2019949866e-08 	1.2783911708e-10 	1.3327848503e-15 	2.6011918365e-17 	5.4275551336e-17 	3.7335925229e-21 	1.6960168425e-19 	3.5130134688e-24 	1.2109918223e-24 	2.9436267908e-29 	8.7536516562e-31 	1.0730225953e-17 	5.3194372162e-18 	1.3142329322e-20 	1.8170834719e-07 	2.4051497887e-08 	5.6274534178e-09 	5.7933538028e-09 	7.2170295190e-09 	6.1727107176e-03 	2.0106139991e-06 	4.8387814487e-07 	2.1995091756e-07 	4.5605663652e-12 	2.9923703432e-10 	3.2457296635e-16 	2.9552307310e-19 	5.5634644638e-15 	1.7378919438e-11 	3.0186695400e-09 	3.7506621585e-10 	7.1087615380e-01 	1.2644818957e-02 	-4.1143249557e-38 	-5.5925714512e-38 	5.9638826188e-23 	1.3084549767e-24 	
1247 	 1.1257757517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5420464767e+03 	7.9651053920e-04 	1.1626650121e-04 	1.1945507339e-03 	1.5312830051e-02 	6.6639470552e-03 	1.1147326989e-01 	3.1175296168e-06 	1.8569642764e-07 	4.8563632498e-15 	5.8161267675e-16 	6.9040773180e-16 	5.2593203766e-17 	1.3358201997e-15 	2.7592817847e-16 	2.7490192658e-02 	1.0724325196e-01 	1.2019892650e-08 	1.2785522196e-10 	1.3329290614e-15 	2.6014232214e-17 	5.4289555305e-17 	3.7337014822e-21 	1.6964760698e-19 	3.5139789442e-24 	1.2115629025e-24 	2.9451882053e-29 	8.7628943707e-31 	1.0730512174e-17 	5.3205889323e-18 	1.3144037039e-20 	1.8194106529e-07 	2.4094759647e-08 	5.6400456572e-09 	5.8073877385e-09 	7.2162105585e-09 	6.1900306943e-03 	2.0158621545e-06 	4.8415824235e-07 	2.2056319030e-07 	4.5697524544e-12 	2.9991503570e-10 	3.2529930921e-16 	2.9548052617e-19 	5.5759783276e-15 	1.7416690940e-11 	3.0255063327e-09 	3.7583045402e-10 	7.1086806657e-01 	1.2644818957e-02 	1.1172824368e-37 	-2.3741449573e-38 	5.9652601041e-23 	1.3090097337e-24 	
1248 	 1.1264007517e+00 	  6.2500000000e-05 	 3.3804310866e-01 	1.0132500000e+05 	2.5420175852e+03 	7.9656850701e-04 	1.1625632210e-04 	1.1941378532e-03 	1.5306482305e-02 	6.6626800437e-03 	1.1147351402e-01 	3.1163371129e-06 	1.8564720341e-07 	4.8544070470e-15 	5.8149788678e-16 	6.9040225294e-16 	5.2592294699e-17 	1.3360891659e-15 	2.7602609775e-16 	2.7491333103e-02 	1.0724146010e-01 	1.2019840974e-08 	1.2786985282e-10 	1.3330600877e-15 	2.6016334547e-17 	5.4302277845e-17 	3.7338002584e-21 	1.6968931465e-19 	3.5148558478e-24 	1.2120817238e-24 	2.9465453755e-29 	8.7664495291e-31 	1.0730771293e-17 	5.3216347959e-18 	1.3145587253e-20 	1.8215199978e-07 	2.4134009515e-08 	5.6514771814e-09 	5.8201327405e-09 	7.2154670713e-09 	6.2057557348e-03 	2.0206250586e-06 	4.8441329504e-07 	2.2111909759e-07 	4.5780898653e-12 	3.0053069447e-10 	3.2595883218e-16 	2.9544187259e-19 	5.5873377548e-15 	1.7450980853e-11 	3.0317138696e-09 	3.7652403783e-10 	7.1086072407e-01 	1.2644818957e-02 	-4.3672938389e-37 	-1.3577299020e-37 	5.9665110999e-23 	1.3095137053e-24 	
1249 	 1.1275257517e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	2.5419721135e+03 	7.9665977728e-04 	1.1624030566e-04 	1.1934882783e-03 	1.5296495908e-02 	6.6606862764e-03 	1.1147389769e-01 	3.1144609905e-06 	1.8556974822e-07 	4.8513280459e-15 	5.8131717448e-16 	6.9039355286e-16 	5.2590859845e-17 	1.3365125717e-15 	2.7618028025e-16 	2.7493128851e-02 	1.0723863862e-01 	1.2019760190e-08 	1.2789289079e-10 	1.3332664315e-15 	2.6019645414e-17 	5.4322311520e-17 	3.7339553889e-21 	1.6975496517e-19 	3.5162362412e-24 	1.2128986976e-24 	2.9487342683e-29 	8.7757507725e-31 	1.0731177564e-17 	5.3232807806e-18 	1.3148025930e-20 	1.8248320941e-07 	2.4195712223e-08 	5.6694616391e-09 	5.8401926145e-09 	7.2142973622e-09 	6.2304978978e-03 	2.0281153372e-06 	4.8481604260e-07 	2.2199380778e-07 	4.5912028410e-12 	3.0149956572e-10 	3.2699667105e-16 	2.9538100676e-19 	5.6052069614e-15 	1.7504927044e-11 	3.0414815865e-09 	3.7761480419e-10 	7.1084917119e-01 	1.2644818957e-02 	-2.6423744831e-37 	-2.8480967367e-38 	5.9684801404e-23 	1.3103072464e-24 	
1250 	 1.1287757517e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	2.5419300549e+03 	7.9674423599e-04 	1.1622549602e-04 	1.1928877320e-03 	1.5287263646e-02 	6.6588425474e-03 	1.1147425197e-01 	3.1127264889e-06 	1.8549812614e-07 	4.8484799723e-15 	5.8114997601e-16 	6.9038542235e-16 	5.2589528259e-17 	1.3369042905e-15 	2.7632296551e-16 	2.7494790711e-02 	1.0723602751e-01 	1.2019686065e-08 	1.2791421126e-10 	1.3334574225e-15 	2.6022710002e-17 	5.4340852301e-17 	3.7340985166e-21 	1.6981569646e-19 	3.5175132991e-24 	1.2136547951e-24 	2.9507441223e-29 	8.7834309355e-31 	1.0731551660e-17 	5.3248031364e-18 	1.3150280289e-20 	1.8278871607e-07 	2.4252705500e-08 	5.6860881780e-09 	5.8587476737e-09 	7.2132159406e-09 	6.2533751429e-03 	2.0350369166e-06 	4.8519000101e-07 	2.2280262249e-07 	4.6033216770e-12 	3.0239560490e-10 	3.2795642588e-16 	2.9532467734e-19 	5.6217249605e-15 	1.7554800187e-11 	3.0505137629e-09 	3.7862277363e-10 	7.1083848910e-01 	1.2644818957e-02 	1.3091830837e-36 	2.4006244825e-37 	5.9703015248e-23 	1.3110416075e-24 	
1251 	 1.1300257517e+00 	  1.2500000000e-04 	 3.3804310866e-01 	1.0132500000e+05 	2.5418954020e+03 	7.9681385166e-04 	1.1621329736e-04 	1.1923931248e-03 	1.5279660273e-02 	6.6573237377e-03 	1.1147454343e-01 	3.1112979719e-06 	1.8543912910e-07 	4.8461332576e-15 	5.8101218154e-16 	6.9037866350e-16 	5.2588427956e-17 	1.3372271041e-15 	2.7644058178e-16 	2.7496160603e-02 	1.0723387513e-01 	1.2019625423e-08 	1.2793178614e-10 	1.3336148819e-15 	2.6025236598e-17 	5.4356136285e-17 	3.7342161853e-21 	1.6986574050e-19 	3.5185656966e-24 	1.2142780833e-24 	2.9524016921e-29 	8.7897429910e-31 	1.0731858676e-17 	5.3260573820e-18 	1.3152136794e-20 	1.8303982294e-07 	2.4299607283e-08 	5.6997813811e-09 	5.8740362413e-09 	7.2123252867e-09 	6.2722185940e-03 	2.0407350808e-06 	4.8549915246e-07 	2.2346884956e-07 	4.6132995339e-12 	3.0313379360e-10 	3.2874705710e-16 	2.9527824325e-19 	5.6353273335e-15 	1.7595874591e-11 	3.0579538628e-09 	3.7945259573e-10 	7.1082969052e-01 	1.2644818957e-02 	-1.6200891735e-38 	-8.3133940762e-38 	5.9718023066e-23 	1.3116469409e-24 	
